"        0.48",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","",Electricity,GJ,2
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","","Natural Gas",GJ,2
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","","Additional Fuel",GJ,2
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","","District Cooling",GJ,2
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","","District Heating",GJ,2
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","",Water,m3,2
General,AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Cooling,Subcategory,"",3
"      615.57",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Cooling,Electricity,GJ,3
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Cooling,"Natural Gas",GJ,3
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Cooling,"Additional Fuel",GJ,3
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Cooling,"District Cooling",GJ,3
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Cooling,"District Heating",GJ,3
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Cooling,Water,m3,3
General,AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Interior Lighting",Subcategory,"",4
"      920.36",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Interior Lighting",Electricity,GJ,4
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Interior Lighting","Natural Gas",GJ,4
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Interior Lighting","Additional Fuel",GJ,4
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Interior Lighting","District Cooling",GJ,4
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Interior Lighting","District Heating",GJ,4
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Interior Lighting",Water,m3,4
General,AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Exterior Lighting",Subcategory,"",5
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Exterior Lighting",Electricity,GJ,5
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Exterior Lighting","Natural Gas",GJ,5
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Exterior Lighting","Additional Fuel",GJ,5
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Exterior Lighting","District Cooling",GJ,5
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Exterior Lighting","District Heating",GJ,5
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Exterior Lighting",Water,m3,5
General,AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Interior Equipment",Subcategory,"",6
"     1053.16",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Interior Equipment",Electricity,GJ,6
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Interior Equipment","Natural Gas",GJ,6
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Interior Equipment","Additional Fuel",GJ,6
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Interior Equipment","District Cooling",GJ,6
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Interior Equipment","District Heating",GJ,6
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Interior Equipment",Water,m3,6
General,AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Exterior Equipment",Subcategory,"",7
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Exterior Equipment",Electricity,GJ,7
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Exterior Equipment","Natural Gas",GJ,7
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Exterior Equipment","Additional Fuel",GJ,7
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Exterior Equipment","District Cooling",GJ,7
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Exterior Equipment","District Heating",GJ,7
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Exterior Equipment",Water,m3,7
General,AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Fans,Subcategory,"",8
"      425.54",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Fans,Electricity,GJ,8
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Fans,"Natural Gas",GJ,8
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Fans,"Additional Fuel",GJ,8
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Fans,"District Cooling",GJ,8
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Fans,"District Heating",GJ,8
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Fans,Water,m3,8
General,AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Pumps,Subcategory,"",9
"       13.62",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Pumps,Electricity,GJ,9
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Pumps,"Natural Gas",GJ,9
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Pumps,"Additional Fuel",GJ,9
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Pumps,"District Cooling",GJ,9
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Pumps,"District Heating",GJ,9
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Pumps,Water,m3,9
General,AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Heat Rejection",Subcategory,"",10
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Heat Rejection",Electricity,GJ,10
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Heat Rejection","Natural Gas",GJ,10
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Heat Rejection","Additional Fuel",GJ,10
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Heat Rejection","District Cooling",GJ,10
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Heat Rejection","District Heating",GJ,10
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Heat Rejection",Water,m3,10
General,AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Humidification,Subcategory,"",11
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Humidification,Electricity,GJ,11
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Humidification,"Natural Gas",GJ,11
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Humidification,"Additional Fuel",GJ,11
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Humidification,"District Cooling",GJ,11
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Humidification,"District Heating",GJ,11
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Humidification,Water,m3,11
General,AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Heat Recovery",Subcategory,"",12
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Heat Recovery",Electricity,GJ,12
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Heat Recovery","Natural Gas",GJ,12
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Heat Recovery","Additional Fuel",GJ,12
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Heat Recovery","District Cooling",GJ,12
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Heat Recovery","District Heating",GJ,12
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Heat Recovery",Water,m3,12
"Water Heater",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Water Systems",Subcategory,"",13
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Water Systems",Electricity,GJ,13
"       42.92",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Water Systems","Natural Gas",GJ,13
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Water Systems","Additional Fuel",GJ,13
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Water Systems","District Cooling",GJ,13
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Water Systems","District Heating",GJ,13
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","Water Systems",Water,m3,13
General,AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","",Subcategory,"",14
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","",Electricity,GJ,14
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","","Natural Gas",GJ,14
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","","Additional Fuel",GJ,14
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","","District Cooling",GJ,14
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","","District Heating",GJ,14
"      171.44",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory","",Water,m3,14
General,AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Refrigeration,Subcategory,"",15
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Refrigeration,Electricity,GJ,15
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Refrigeration,"Natural Gas",GJ,15
"        0.00",AnnualBuildingUtilityPerformanceSummary,"Entire Facility","End Uses By Subcategory",Refrigeration,"Additional Fuel",GJ,15
